UPC,Description,GQPI_CODE
1167790502,VIGNERI DARK CHOC EG,11
1182620001,VERMONT CREME FRAICH,6
1182675001,VT CRMRY BTTR UNSLTD,99
1182675011,VT CRMRY BTTR SEA SA,99
1186310975,SHREDDED PARMESAN 8,6
1186310976,GRATED PAR,6
1186311006,PARMESAN S,6
1186311874,BELLAVITANO BALSAMIC,99
1186311875,SARTORI AS,6
1200000129,PEPSI .BOTTLE 20 FLO,11
1200000159,AQUAFINA W,99
1200000180,STARBUCKS FRAPP COFF,11
1200000230,PEPSI,11
1200000452,STARBUCKS,11
1200000689,PURE LEAF TEA HSE VA,11
1200000717,PURE LEAF,11
1200000720,PURE LEAF,11
1200000746,DIET MOUNT,99
1200000804,PURE LEAF TH SPICED,11
1200001279,LIPTON GRN TEA CITRU,11
1200001420,AQUAFINA WATER 8 PK,99
1200001672,STARBUCKS FRAPP CARA,11
1200001881,DIET PEPSI,99
1200002845,STARBUCKS DBLSHOT EN,11
1200002849,STARBUCKS DS ENERGY,11
1200004117,PURE LEAF,11
1200004283,PURE LEAF,11
1200004320,PURE LEAF,11
1200004643,PURE LEAF,11
1200004644,PURE LEAF GREEN TEA,11
1200004658,PURE LEAF UNSWTD W/L,99
1200010092,STARBUCKS FRAPP MOCH,11
1200010151,STARBUCKS FRAPP COFF,11
1200010156,AQUAFINA WATER 12 PK,99
1200010368,SB FRAPP CARAMEL 4PK,11
1200014094,MOUNTAIN DEW,11
1200014207,PURE LEAF,11
1200015109,STRBCK FRA,11
1200015154,MIST TWIST DIET LEMO,99
1200016067,PURE LEAF,11
1200016115,LIFE WATER 1 LITER,99
1200016116,LIFE WATER 23.7 FLOZ,99
1200016199,PURE LEAF RASPBERRY,11
1200016311,IZZE FUSHION STRAW/M,11
1200017143,BUBLY LMN,99
1200017144,BUBLY LME,99
1200017145,BUBLY CHE,99
1200017146,BUBLY PRG,99
1200017147,BUBLY GFRT,99
1200017148,BUBLY PEACH SPK 12PK,99
1200017149,BUBLY PEACH SPK 12PK,99
1200017150,BUBLY MNG SPK 8 PK 9,99
1200017151,BUBLY APL,99
1200017152,BUBLY STRW,99
1200017154,BUBLY LIME,99
1200017157,BUBLY GRAPEFRUIT SPA,99
1200017173,DIET PEPSI 1.25L,99
1200017174,DIET PEPSI,99
1200017176,DIET PEPSI,99
1200017186,DIET PEPSI,99
1200017195,DIET PEPSI,99
1200017197,DIET PEPSI,99
1200017200,DIET PEPSI,99
1200017232,DIET PEPSI C/F 6 PK,99
1200018117,BUBLY RASPBERRY SPK,99
1200018119,BUBLY BLACKBERRY SPK,99
1200018146,STARBUCKS FRAPP VANL,11
1200018149,PURE LEAF MANGO HIBI,11
1200028618,PURE LEAF LEMON TEA,11
1200028620,PURE LEAF,99
1200028621,PURE LEAF TEA PEACH,11
1200028622,PURE LEAF,11
1200028623,DT LPT PLF,99
1200028628,PURE LEAF,11
1200050404,AQUAFINA WATER 24 PK,99
1200050406,DIET PEPSI,99
1200080994,PEPSI 12 PK,11
1200080995,DIET PEPSI,99
1200080997,DT MOUNTAI,99
1200081000,MUG ROOTBE,11
1200081331,STARBUCKS FRAPP VANL,11
1204403884,OLD SPICE HE FRESH D,999
1204403891,OLD SPICE PURE SPORT,99
1204438970,OLD SPICE STK,999
1210810301,BRIDGE TOFU,4
1226500740,PNT BUTTER CRUNCH 7.,9
1226500755,RAINBOW HAPPY COOKIE,9
1241311001,JUST CORN,3
1241311403,JUST CHERRIES,2
1241317001,JUST BANANAS,2
1241318001,JUST CRANBERRIES,2
1241332000,JUST PEACHES,2
1241344001,JUST FRUIT SALAD,2
1251132004,WHOLESOME POWDERED,11
1251140500,WHOLESOME,11
1251144641,WHLSOM ORG LT BRN SU,11
1251148122,WHOLSM SWT FT SUGAR,11
1254601107,TRIDENT SP,11
1254601144,TRIDENT BUBBLEGUM,99
1254631255,DENTYNE IC,11
1254631257,DENTYNE ICE,11
1254667617,TRIDENT WHT SPRMNT,99
1254743310,LISTERINE PK,99
1258700010,GLAD WRAP,999
1258700020,GLAD CLING,999
1258700180,GLAD SNDWC,999
1258703100,HANDI WIPES,999
1258755050,GLADLOCK G,999
1258755052,GLADLOCK QT STOR BAG,999
1258757034,GLADLOCK GL STOR BAG,999
1258757035,GLADLOCK G,999
1258757263,GLAD LOCK,999
1258760030,GLAD FREEZ,999
1258760034,GLAD TL KTCHN QCK TI,999
1258760795,GLADWRE ENTR,999
1258760796,GALDWARE SUP,999
1258770032,GLAD QK TIE 13GAL TL,999
1258770111,GLADWARE B,999
1258770240,GLADWARE CONTAINER,999
1258770353,GLAD FRC F,999
1258770441,GLAD PRESS,999
1258778365,GLAD ODOR,999
1258778459,GLAD TALL KITCHEN LA,999
1258778542,GLAD 13G B,999
1258778817,GLAD GARBAGE SMALL,999
1258778954,GLAD PROJECT PRO 45G,999
1290000106,SPECIALTY LADYFINGER,9
1290000700,SB DESSERT S,9
1299322101,LACROIX CO,99
1299322103,LACROIX MANGO 8PK,99
1299322120,LACROIX GR,99
1299322125,LACROIX LME SPRKL 8P,99
1299322129,LACROIX ORANGE 8PK,99
1299322130,LACROIX LEMON 8PK,99
1299322132,LACROIX CR,99
1299344201,LACROIX PASSNFRT 8PK,99
1300000035,HNZ ORG KE,99
1300000036,HEINZ MAYONNAISE,99
1300000103,HNZ KETCHUP TWIN PK,99
1300000112,HEINZ CHILI SAUCE,99
1300000113,HEINZ SEAFOOD SAUCE,99
1300000121,HEINZ KETCHU,99
1300000124,HEINZ KETC,99
1300000137,HNZ SWEET,99
1300000211,HEINZ YELLOW MUSTARD,99
1300000212,HEINZ YELL,99
1300000218,HNZ YELLOW,99
1300000264,HEINZ 57 SAUCE,99
1300000342,HNZ BBQ SC CAROLINA,99
1300000346,HNZ  BBQ SC KANSAS C,99
1300000349,HNZ BBQ SC MEMPHIS,99
1300000450,HEINZ VEGETARIAN BEA,99
1300000464,HNZ KETCHU,99
1300000466,HEINZ KETCHUP,99
1300000605,HNZ EASY S,99
1300000624,HEINZ INDIA RELISH 1,99
1300000629,HEINZ RELI,99
1300000631,HEINZ HOT DOG RELISH,99
1300000640,HNZ EASY S,99
1300000654,HEINZ DILL,99
1300000754,HNZ VINEGA,99
1300000799,HEINZ RS KETCHUP,99
1300000814,HEINZ CIDER,99
1300000852,HEINZ WHITE,99
1300000854,HEINZ  VINEGAR WHITE,99
1300000899,HEINZ ORG KETCHUP,99
1300000961,J DANIEL ORG NUMB 7,99
1300000964,J DANIEL HNY SMKHS,99
1300001101,BOURBON &,99
1300001104,BOURBON &,99
1300001114,HEINZ SWEE,99
1300062609,HNZ KTCHP,99
1300079630,HEINZ FATF,99
1300079710,HEINZ  GRAVY CHICKEN,99
1300079800,HEINZ BROWN,99
1300079820,HEINZ HS C,99
1300079830,HEINZ GRAVY HMSTYL M,99
1300079840,HEINZ HS R,99
1300079890,HEINZ GRAVY PORK 12,99
1300079910,HEINZ TURKEY,99
1312000026,ORE IDA MINI TATER T,99
1312000082,ORE IDA TATER TOTS,99
1312000133,ORE IDA CR,99
1312000258,ORE IDA GO,99
1312000286,ORE IDA GO,99
1312000455,ORE IDA ZESTY TWRLS,99
1312000469,ORE IDA POTATO O'BRI,99
1312000784,ORE IDA STM MASH POT,99
1312000800,ORE IDA STEAK FRIES,99
1312001036,ORE IDA  F,99
1312001176,ORE IDA WAFFLE FRIES,99
1312001261,ORE IDA XCRISPY TATE,99
1312001417,ORE IDA FA,99
1312001428,ORE IDA WH,99
1313000612,CRM OF WHEAT,9
1313000698,CREAM CRM OF,99
1313006025,NBC MX EAT,9
1313006053,NBC MX EAT M,9
1340934115,SWT BABY R,99
1340935100,SWT BABY R,99
1340935150,SWT BBY RA,99
1340935231,SWT BBY RAYS ORIG BB,99
1340951519,SWT BBY RA,99
1340951520,SWEET BABY RAYS VIDA,99
1340951584,SWT RAYS MRND SWT CH,99
1340951627,SWT RAYS DIP SC HNY,99
1340951687,SWT RAYS WNG SC HNY,99
1340991810,SWEET BABY,99
1356200004,ANNIE'S SH,99
1356200045,ANNIE'S MA,99
1356200052,ANNIES ORG,5
1356200056,ANNIES BER,99
1356200058,ANNIES AGED CHEDDAR,99
1356200060,ANNIES WHITE CHEDDAR,99
1356200142,ANNIE ORG GRS FED,9
1356200143,ANNIE ORG GRS FED,99
1356200144,ANNIE'S ORG MAC'NCHS,99
1356200232,TSTR PSTRY,5
1356200233,TSTR PSTRY,5
1356200241,ANNIE'S ORG FRT SNK,9
1356200257,ANNIE'S QU,99
1356200258,ANNIE'S OR,99
1356200260,ANNIE'S ORG CHOC CHI,9
1356210114,ANNIE'S MTBLL SOUP W,99
1356211106,BUNNY FRUI,11
1356211107,ANNIE'S ORG FRT SNKS,9
1356211116,ANNIE'S FR,11
1356211117,ANNIE'S FR,11
1356230011,ANNIES MAC,99
1356230012,ANNIES 5 G,99
1356230016,ANNIES 4 CHS PENE MA,99
1356230039,ANNIE'S OR,99
1356230060,ANNIES BUN,99
1356230062,ANNIE SHEL,99
1356230063,ANNIE'S OR,99
1356230069,ANNIE'S OR,99
1356230072,ANNIES SHE,99
1356230084,ANNIE'S OR,99
1356230088,ANNIES MICR,99
1356230097,ANNIES ALFREDO SHELS,99
1356230098,ANNIE'S SHELLS & AGE,9
1356230215,ANNIE'S ORG CHEDDAR,9
1356230216,ANNIE'S CHDR BUNNIES,99
1356230228,ANNIE'S WHT CHD BUNN,5
1356230261,ANNIES BUNNY FRIENDS,5
1356232050,ANNIES CHD,9
1356236342,ANNS SHLLS N CHDDR 4,99
1356236347,ANNS CLSSC MAC&CHS 4,5
1356246051,ANNIE'S GF,5
1356246976,ANNIES ORG CHOC CHUN,9
1356246979,ANNIES ORG,11
1356247292,ANNIES ORG CINNAMON,9
1356247293,ANNIE ORG BC CRESENT,5
1356247294,ANNIES FLAKY BISCUIT,5
1356249663,ANNIE'S PUFFS WHT CH,99
1356261006,ANNIE'S GF MAC N CHE,5
1360000079,TRUVIA NAT SWEETNR,99
1360002001,DIAMOND,99
1362852973,SANMARZ DB,3
1362860887,MONARI FEDRZ BLSMC V,99
1362860893,MONARI RED,99
1362860900,MONARI WHT,99
1370001672,CTRS TWST TALL KTCHN,999
1370011830,HFTY EASTY GRIP CUP,999
1370021735,HEFTY STRN,999
1370048400,BAGGIES,999
1370081220,HEFTY STORAGE QUART,999
1370082215,HFTY SLDR FRZR GRT B,999
1370082410,HEFTY FREEZER GALLON,999
1370085531,HFTY LRG T,999
1376402703,DAVES KILLER BRD ORG,5
1376402705,DAVES KILLER BRD ORG,5
1376402712,DAVES KILL,5
1376402713,DAVES KILLER BRD ORG,5
1376402722,DAVE'S KILLER BRD OR,9
1376402728,DAVES KILLER BRD ORG,5
1376402801,DKB PLAIN BAGEL,5
1376402803,DKB EPIC BAGELS,5
1376402806,DKB RAISIN,5
1376402813,KILLER CLASIC ORG EN,9
1376402814,ROCKIN GRAINS ORG EN,5
1380004708,STFRS RG P,99
1380010018,STO CRM CHIP,99
1380010171,STF HMSTYL,99
1380010323,STOUFFERS,99
1380010334,STOUFFERS,99
1380010340,STOUFFERS,99
1380010342,STOUFFER M,99
1380010524,STOUFFERS,99
1380010585,STF SPINACH,99
1380012006,STF FETTUC,99
1380012009,STF SWEDIS,99
1380015170,STO FR BD CH,99
1380015173,STO FR BD PE,99
1380015183,STF EXTRA CH,99
1380016605,LC MP CHKN,99
1380016608,LC CMFT HE,99
1380016610,LC CMFT GL,99
1380016618,LC CMFT CHIC MARSALA,99
1380017115,LC FAV CHI,99
1380017420,LC SF 5 CH,99
1380018805,LC FAV MAC & CHEESE,99
1380026680,LC CMFT CHKN PECAN 9,99
1380044792,STOUFFERS,99
1380052325,LC MP CHIC,99
1380055330,LC  MP CHK,99
1380055812,STOUF SS L,99
1390000001,BARTENDERS WHISKY SO,11
1390050001,BELLS SEAS,99
1390050050,BELLS STUF,9
1390050051,BELLS  STUFFING MIX,9
1390050060,BELL'S  TURKEY BRINE,99
1393353362,GIA ANCHOVY PASTE,8
1396410721,DAMN GOOD BLOODY MAR,11
1396410725,DAMN GOOD MARGARITA,11
1396449710,PALEO GRANOLA APPLE,8
1396449711,PALEO GRANOLA CHOC,8
1396449712,PALEO GRANOLA MAPLE,8
1396449713,PALENOLA PUMPKIN PIE,8
1396449714,PALEO GRANOLA ORIGIN,8
1401464545,WOMAN'S WO,999
1401464560,FIRST FOR WOMEN,999
1405402605,ODWALLA MA,1
1405403038,ODWALLA ST,11
1405403081,ODWALLA CTRS C MNSTR,1
1405403130,ODWALLA MANGO SMOOTH,1
1405403151,ODWALLA ORANGE JUICE,1
1405406105,ODWALLA STRAW C MON,1
1405406405,ODWALLA SU,1
1405413505,ODWALLA CHOC PROTEIN,11
1410004155,PEPP FARM FH POTATO,9
1410004193,LIGHT STYLE WHOLE WH,5
1410004203,PF SWIRL B,9
1410004279,PEPP FARM SOFT SEEDL,9
1410004338,PEPPER FARM CRACKER,9
1410004346,PEPP FARM,9
1410004379,PEPP FARM STRWBRY SW,9
1410004380,POTATO HOT DOG BUNS,9
1410004422,GOLDFISH,9
1410004424,GOLDFISH BLAST,9
1410004443,GOLD FISH COLORED,9
1410004444,GOLDFISH WG CHEDDAR,5
1410004540,PEPP FARM ROLLS,9
1410004542,PEPP FARM SLIDERS,9
1410004616,CHOCOLATE COLLECTION,9
1410004664,GOLDFISH ORG WHEAT C,99
1410004671,PF RUSTIC POTATO BUN,9
1410004673,FH HRTY WHITE HMBRGR,9
1410004743,MILANO MILK CHOC 7.5,9
1410004810,PEPP FARM,9
1410004828,PEPP FARM H/C WHL WH,5
1410004829,PEPP FARM H/C SFT HN,9
1410004842,HAMBURGER ROLLS 8 PK,9
1410004853,PF FH TOFFEE MILK CH,9
1410004859,PEPP FARM STRW CHOC,9
1410004860,PEPP FARM CINN AND C,9
1410004861,PEPP FARM DRK CHC SS,9
1410004921,XTRA CHD MIX,9
1410004955,PEPP FARM,9
1410004979,PFARMS BUTTER SLIDER,9
1410004989,PFARM FH SWEET HAWAI,9
1410007009,PF RYE PMP D,9
1410007024,DINNER ROLLS,9
1410007033,PEPP.FARM OATMEAL BR,9
1410007061,PEPP FARM SWIRL BREA,9
1410007064,PF LIGHT STYLE ASSOR,9
1410007083,PFARM HEARTY WHITE B,9
1410007093,PF HOT DOG BUNS,9
1410007098,ONION SAND,9
1410007101,WHOLE WHEAT,5
1410007104,PPRDG FRM WHITE BREA,9
1410007105,VERY THIN SLI WHITE,9
1410007108,OATMEAL,5
1410007111,PEPP.FARM CINN.RAISI,9
1410007114,PEPPERIDGE FARM SAND,9
1410007119,PEPP FARM PUMPERNICK,9
1410007120,FAMILY RYE,9
1410007121,SEEDLESS FAM RYE SL,9
1410007132,VERY THIN SL WHL WHT,5
1410007160,PEPPERIDGE FARM LIGH,9
1410007161,PEPP.FARM SANDWICH B,9
1410007166,PF LT STYLE WHEAT BR,5
1410007187,HAMBURGER,9
1410007410,P FARM BORDEAUX,9
1410007412,PEPP FARM,9
1410007419,PEPP FARM GENEVA COO,9
1410007444,PF SHORTBR,9
1410007445,PF GINGERM,9
1410007462,PF APRICOT,9
1410007464,PEPP.FARM,9
1410007467,PEP.FARM S,9
1410007472,PEPP.FARM DBL.CHOC.M,9
1410007477,PF BUTTER CRACKER,9
1410007487,PEPP.FARM H WHEAT CR,9
1410007522,PF TAHOE COO,9
1410007660,PEPP FARM ITAL BRD W,9
1410007712,P FARM SAU,9
1410007860,PEPPE FARM DBL CHC N,9
1410007884,SOFT BAKED,9
1410007946,PEPP.FARM BRUSSEL CO,9
1410007947,PEPP FARM,9
1410007952,PEPP.FARM CHESSMAN C,9
1410008277,PEPP FARM 100% W WHE,5
1410008299,12 GRAIN,9
1410008469,S.B. SUGAR,9
1410008539,GOLDFISH G,9
1410008543,WHOLE GRAI,5
1410008546,P/FARM GOLDFISH PARM,9
1410008547,PF GOLDFISH CHDR CHS,9
1410008548,FLVR BLSTD,9
1410008550,GOLDFISH ORIGINAL,9
1410008553,FLVR BLSTD,9
1410008560,GOLDFISH P,9
1410008561,BABY GOLDF,9
1410008562,PF PRETZEL,9
1410008578,PF WHOLE GRAIN CHDR,9
1410008597,PF HONEY WHOLE WHEAT,5
1410008598,PEPP FARM 15 GRAIN,5
1410008599,PEPP FARM HONEY OAT,9
1410008722,PF SWRL BRD BRWN SGR,9
1410008782,FUDGE PIROUETTE,9
1410008783,HAZELNUT PIROUETTES,9
1410008786,PEPP FARM,5
1410008821,PEPP FARM OATMEAL,9
1410008822,PEPP FARM FARMHOUSE,9
1410009141,PF GLDN POTATO BUNS,9
1410009435,HERB SEASO,9
1410009436,PF CORN BR,9
1410009506,COUNTSTYLE,9
1410009507,HERB SEASO,9
1410009527,PEPP FARM ITALIAN WH,9
1410009655,GOLDFISH CHEDDAR,9
1410009656,GOLDFISH COLOR FISH,9
1410009657,CRACKER CHED,9
1410009658,XTRA CHEDDAR,99
1410009696,W/G GERMAN DARK WHEA,5
1410009841,MILK CHOC ALMD TOFF,9
1410009842,MILK CHOC ALMD CNUT,9
1410009866,PEPP FARM,9
1410009895,PEPP FARM,9
1410009997,PEPP FARM MLK CHC MI,9
1411373406,WONDERFUL SHELLED PI,8
1411391002,WONDERFUL PISTACHIOS,8
1411391061,WONDERFUL PISTACHIOS,8
1450000182,BIRDS EYE PEAS GREEN,3
1450000183,BIRDS EYE SWEET CUT,3
1450000184,BIRDS EYE,4
1450000187,BE VEG BOX  BROC SPE,4
1450000189,BE WHOLE L,4
1450000190,BE VEG BOX CHPD SPIN,4
1450000192,BE MIXED VEG,3
1450000256,BE VEG BABY BROCCOLI,4
1450000320,BE DELUX S,4
1450000397,BE ARTICHO,3
1450000413,BIRDS EYE BROCCOLI C,4
1450000420,BIRDS EYE SMALL WHOL,3
1450000430,BIRDS EYE,3
1450000438,BIRDS EYE,4
1450000440,BIRDS EYE MIXED VEGE,3
1450000442,BE VEG DLX TNY PEAS,4
1450000448,BIRDS EYE,3
1450000461,BE BROC CA,3
1450000474,BE FF BROC/CAULIFLWR,3
1450000496,BIRDS EYE CREAMED SP,4
1450000516,BIRDS EYE COOKED SQU,3
1450000575,BE PEARL ONIONS/CRM,3
1450001098,BE STMFRSH,4
1450001161,BE CF GARLC/PEA/MUSH,3
1450001275,BE SF LONG GRN WHT R,9
1450001280,BE STEAMFR,5
1450001311,BE STMFRSH RICE STHW,99
1450001312,BE STM CHC,99
1450001352,BE STEAMFR,4
1450001671,BE SF BRUSSEL/SEA SL,4
1450001724,BE SPRFD BARLEY/KALE,99
1450001725,BE SPRFD B,99
1450001744,BE PASTA Z,99
1450001746,BE PASTA Z,99
1450002099,BE STMFRSH SWT CORN,3
1450002100,BE SF SWEE,4
1450002101,BE STEAMFR,4
1450002128,BE SF MIXED VEGETABL,3
1450002132,BE SF BROCCOLI/CAULI,3
1450002163,BIRDS EYE SF ASIAN M,3
1450002183,BE STMFRSH,4
1450002253,BIRDS EYE BABY SWEET,3
1450002260,BE BABY GLD/WHT CORN,3
1450002283,BE SF GOLD/WHITE COR,3
1450002437,BE VEG POLY PEAS,3
1450002439,BIRDS EYE,3
1450002690,BE SF RICED CAULIFLO,3
1450002693,BE SF RICE,3
1450050553,BE STIR FR,4
1450050563,BIRDS EYE STIR FRY P,3
1450050703,BIRDS EYE STIR FRY,3
1480000007,MOTTS 6PK APPLESAUCE,2
1480000010,MOTTS 6PK APPLESAUCE,2
1480000023,MOTTS 6PK APPLESCE C,2
1480000032,MOTTS APPLE,1
1480000034,MOTTS APPLE JUICE,1
1480000039,MOTTS APPLE JUICE,1
1480000106,MTTS APPLS,2
1480000109,MTTS APPLS,2
1480000179,MOTTS ORIG,2
1480000180,MOTTS APPL,2
1480000181,MOTTS NATU,2
1480000182,MOTTS APPLESAUCE,2
1480000184,MOTTS NATURAL APPLE,2
1480000229,MOTTS APPLE JUICE,1
1480000472,MTTS 100%^,1
1480000473,MTTS 100% APPLE WHT,1
1480000542,MTTS SENS,1
1480031816,MOTTS APPL,1
1480031821,MTTS FOR T,1
1480032100,MOTTS LT APPLE JUICE,1
1480051324,MOTTS CLAM,1
1480058204,REALIME JC,1
1480058205,REALIME JUICE,1
1480058223,REALEMON,1
1480058226,REAL LEMON,1
1480064600,HAW PUNCH FR,11
1488650001,DELL'AMORE,4
1488650002,DELL'AMORE SPICY REC,3
1488650003,DELL'AMORE,4
1488650005,DELL'AMORE,4
1488688465,DELL'AMORE,3
1500004468,GERBER ORG APL/CRRT/,2
1500004482,TODDLER BAN/PEAR/ZCC,99
1500004484,GERBER TODDLER APL/C,99
1500004486,GERBER TODDLER APL/S,2
1500007438,GRB ORG S2 PR/PCH/ST,2
1500007600,GERBER 2ND,3
1500007605,GERBER 2ND BANANAS,2
1500007640,GERBER 2ND,2
1500012000,GRB ORG VE,4
1510002621,PNN DTCH FINE NDLS,9
1510002622,PNN DTCH M,9
1510002623,PNN DTCH B,9
1510002625,PENN DUTCH,9
1530043023,RICE A RONI,9
1530043034,R-RONI CHKN/,9
1530043047,RICE A RONI LNG GRN,5
1530043048,FRIED RICE,9
1530043053,RICE A RON,9
1530044017,PSTARONI L,9
1564567820,STAMPS,999
1564568190,STAMPS,999
1564568230,STAMPS,99
1566522030,ROBRTS SMR,99
1566552080,PIRATES BOOTY WHITE,99
1566560100,ROBRTS PIR,99
1566560700,PIRATES BO,99
1566577045,PIRATES BOOTY WHT CH,99
1566577046,PIRATES SMART PUFFS,99
1570005144,DRK CHOC,11
1570005759,SW MS 6 PK VANILLA,11
1570005760,SW MS 6PK CHOC,11
1570020968,KELLERS BUTTER QUART,99
1570020969,BUTTER QUARTERS UNSA,99
1570021310,PLUGRA EUR,99
1570021311,PLUGRA EUR,99
1570021315,PLUGRA SLT,99
1583900002,GARDEN OF EATIN N/SL,99
1583900003,GARDEN OF EATIN RED,99
1583900741,GARDEN ORG,5
1583900795,GOE ORG MLTIGRN SEA,5
1583900797,GARDEN OF EATIN ORG,99
1583900821,OG3 BLUE CORN 16 OZ,99
1583900823,BLUE CORN,99
1583900825,OG3  TORT YELLOW 16,99
1583900847,GARDEN OF,3
1583902229,GOE CORN CHIPS SEA S,9
1588314801,ALWADI ROSE WATER,99
1588315498,ALWADI POM,11
1590000099,BAR-S JUM,10
1590000211,BAR-S JMB MT,11
1590012271,BAR S TURK,10
1595898719,LAMB & BLUEBERRY COO,99
1595898724,PEANUT BUTTER & MOLA,99
1600010372,NV OAT CLUSTER HNY C,5
1600010610,GOLD MEDAL,9
1600010640,GLD MEDAL,9
1600010710,GOLD MEDAL,9
1600010931,CKE BITES LEMON 5.3,5
1600010961,BROWNIE BITES CHOC C,9
1600012025,GM GOLDEN,9
1600012222,GM REESE PNT BTR PUF,5
1600012254,GM CINN TS,9
1600012315,GM HNY NUT,5
1600012479,HONEY NUT,5
1600012499,GM LUCKY CHARMS,5
1600012506,GM HNY NUT,5
1600012542,GM APL CIN,5
1600012544,GF FRUITY CHEERIOS 1,5
1600012554,GM FROSTED CHEERIOS,5
1600012593,GM CINN TOAST CRUNCH,5
1600012682,GM APL CINN CHEERIOS,5
1600013962,CINNAMON OAT CRUNCH,5
1600014024,GM MAPLE CHEERIOS 10,5
1600014097,PNUT BUTTE,9
1600014155,GM HNY NUT CHEERIOS,5
1600014159,GM CHEERIOS,5
1600014344,GM FBR ONE OATS/CHOC,99
1600015840,CHEX MIX,9
1600015940,CHEX MIX   BOLD PART,9
1600015980,CHEX MIX T,9
1600016430,CHEX MIX TRAIL MIX,9
1600018980,WONDRA FLO,9
1600019426,BISQUICK SHAKE N POU,9
1600019610,GLD MEDAL,9
1600019726,BC FUDGE B,9
1600026164,FBR 1 90 CAL CHOC GR,9
1600026460,NV GRNL BAR OATS N H,5
1600026470,NV GRNL CR,5
1600027489,BETTY CROCKER SCALLO,99
1600027505,GM FIBER ONE,5
1600027511,GM COCOA PUFFS,5
1600027515,GM MULTIGR,5
1600027522,GM  TOTAL,5
1600027526,GEN MILLS CHEERIOS,5
1600027527,GEN MILLS HONEY NUT,5
1600027528,GM CHEERIOS,5
1600027532,GM TRIX,5
1600027549,GM WHEAT C,5
1600027563,GM WHEAT TOTAL,5
1600027565,GM WHEATIES,5
1600027567,GM KIX,5
1600027571,GM HONEY NUT CHEERIO,5
1600027572,GM TRIX,5
1600027578,FIBER 1 HNY CLUSTERS,5
1600027706,NV GRN BR,5
1600027707,NV GRN BR SWT SLT PN,9
1600027746,BC G/F BIS,9
1600027792,BC G/F CAKE MIX,5
1600027793,BC G/F BROWNIE MIX,9
1600027794,BC G/F COOKIE MIX,9
1600027855,NAT VLY GRAN BAR DRK,9
1600028370,BUGLES,9
1600030140,BC COOKIE OATMEAL PO,9
1600030630,BC SUGAR COO,9
1600030650,B CROCKER CHOC CHIP,9
1600030670,GM DBL CHO,9
1600032990,BC FROSTING BTRCRM,11
1600035993,GM CHEERIOS CHOC PNB,5
1600037420,BC WHIPPED F,11
1600037430,BC WHIPD DLX,11
1600040670,BC CHS SCALP,99
1600040761,NV DRK CHC,5
1600040981,BC CAKE WH,9
1600040982,BC DEVILS FOOD CAKE,9
1600040987,BC CARROT CAKE,9
1600040996,BC SPRMST VANILLA,9
1600040997,BC RAINBOW,9
1600041001,BC TRIPLE CHOC CAKE,9
1600041126,NV VARIETY GRANOLA B,5
1600041248,GM CHEERIO,5
1600041269,NATURE VALLEY PROTEI,99
1600041314,NATURE VALLEY OATS C,5
1600041727,NAT VLY DRK CHOC CHE,5
1600042040,BISQUICK,9
1600042060,BISQUICK B,9
1600042200,BC BISQUICK,9
1600042413,BC FRT SHAPES DORA,11
1600042730,BC BROWNIE,9
1600042731,BSQK COMPL,9
1600042896,BC MOLASSES COOKIE M,9
1600043054,BETTY CROCKER YELLOW,9
1600043058,BC MILK CH,9
1600043093,BC HELLO KITTY SHAPE,11
1600043472,GM CINN TOAST CRUNCH,5
1600043980,NV GRNL BAR TRAIL MI,9
1600044030,BC ANGEL FOOD CAKE M,9
1600044530,BC GINGERBRD CAKE M,9
1600045410,BC POUND CAKE MIX,9
1600045602,BC MUFFIN BLUEBERRY,9
1600045682,FIBER ONE PROTEIN PN,99
1600045723,NV PROTEIN DK CHOC P,8
1600045724,NV PROTEIN PNT ALM D,8
1600045830,B CROCKER RTS FRST V,11
1600045840,BC FRST RT,11
1600046070,BC RTS RAINB,11
1600046148,BC CRMY BT,99
1600047737,BC BRWN PREM ORG SUP,9
1600048366,GEN MILLS HONEY NUT,5
1600048498,GM APPLE CINN CEREAL,5
1600048541,NV CRUNCHY,5
1600048542,NV PROTN COCNUT ALM,8
1600048649,NV SFT OATMEAL BBRRY,5
1600048769,GM MULTIGRAIN CHEERI,5
1600048771,GEN MILLS MULTI GRAI,5
1600048772,GEN MILLS CHEERIOS,5
1600048789,GM CINNAMON CHEX CER,5
1600048792,GM CHEX MI,5
1600048793,GM CHEX CHOCOALTE,5
1600048794,GM RICE CHEX GF,5
1600048796,GEN MILLS,5
1600048798,GM CHEX VANILLA,5
1600048927,NV COCO AL,5
1600049073,NV XL CHW PRTTZ PNT,9
1600062570,GM KIX CER,5
1600081331,BC CHOC CH,9
1607321602,JGS ORG CACAO ACIA B,99
1607321604,JGS ORG CH,2
1607321606,BL G/F DRK CHOC PROB,99
1607321607,BL G/F MPL,99
1607321791,NUTS ABOUT,99
1607333778,BETTY LOU GF STRWBRY,99
1607351156,GLDN SMCKRS CRML PNT,11
1607351172,BL G/F ALM,99
1607352141,NUTS ABOUT,99
1607352142,NUTS ABOUT,99
1607352144,NUTS ABOUT,99
1607352149,NUTS ABOUT,99
1607352156,NUTS ABOUT,99
1607361932,FRUIT BARS 1.4OZ,9
1607361933,BETTY LOU G/F BLUEBR,1
1607361937,BETTY LOU G/F BLACKB,1
